,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Status,Sold Amount,Time Sold,Beds,Bath,Living Area,Lot Size,ZEstimate,Docket Count,Day Count,Place in Line,Court Year,Status Binary,Association Binary,Defendant Count,Previous Auctions
1091,2020-04-20,1248010,128875.68,86009.00,HIDDEN,Canceled per County,,,2.0,1.0,1026.0,5000.0,213647,212.0,36,2,2016,0.0,0.0,11.5,1.0
1092,2020-04-20,1256542,154341.80,85677.00,HIDDEN,Canceled per County,,,1.0,1.0,870.0,0.0,0,183.0,36,4,2016,0.0,1.0,7.0,3.0
1093,2020-04-20,1252840,235461.51,96398.00,235461.51,Canceled per Order,,,3.0,2.0,1580.0,10725.0,307679,151.0,36,8,2017,0.0,1.0,2.0,7.0
1094,2020-04-20,1243778,3946809.08,2856084.00,HIDDEN,Canceled per County,,,5.0,5.0,6898.0,29628.0,4294710,120.0,36,1,2014,0.0,1.0,9.5,1.0
1095,2020-04-20,1253008,18664.47,189400.00,HIDDEN,Canceled per Order,,,0.0,0.0,940.0,0.0,278912,34.0,36,35,2019,0.0,1.0,1.0,2.0
1096,2020-04-20,1256945,249394.35,168870.00,HIDDEN,Canceled per County,,,3.0,2.0,1706.0,7500.0,399304,43.0,36,36,2019,0.0,1.0,3.0,2.0
1097,2020-04-20,1247651,648344.09,163821.00,HIDDEN,Canceled per County,,,2.0,1.0,1008.0,6600.0,310343,56.0,36,23,2019,0.0,0.0,5.0,1.0
1098,2020-04-20,1256363,405792.83,155595.00,HIDDEN,Canceled per Order,,,3.0,2.0,1414.0,3405.0,316257,119.0,36,6,2016,0.0,0.0,3.0,6.0
1099,2020-04-15,1257741,22229.10,348550.00,HIDDEN,Canceled per Order,,,2.0,2.0,1464.0,0.0,446123,31.0,22,22,2020,0.0,1.0,1.0,3.0
1100,2020-04-15,1256213,306604.53,200490.00,HIDDEN,Canceled per Order,,,3.0,2.0,1708.0,4712.0,300639,102.0,22,21,2019,0.0,0.0,10.0,2.0
1101,2020-04-15,1256212,448559.41,258597.00,HIDDEN,Canceled per Order,,,3.0,1.0,1206.0,5936.0,375439,70.0,22,20,2019,0.0,0.0,4.0,2.0
1102,2020-04-15,1255046,137232.50,213800.00,HIDDEN,Canceled per Order,,,0.0,1.0,570.0,0.0,276210,65.0,22,19,2019,0.0,1.0,3.0,3.0
1103,2020-04-15,1250237,551347.12,313375.00,HIDDEN,Canceled per County,,,3.0,1.0,2190.0,7875.0,438412,69.0,22,11,2019,0.0,0.0,7.0,3.0
1104,2020-04-15,1254156,269658.18,73301.00,HIDDEN,Canceled per County,,,3.0,1.0,1348.0,5500.0,286495,66.0,22,16,2019,0.0,0.0,7.0,3.0
1105,2020-04-15,1250221,292607.94,231313.00,HIDDEN,Canceled per Order,,,4.0,3.0,2131.0,2855.0,332932,91.0,22,8,2018,0.0,1.0,5.0,3.0
1106,2020-04-15,1247481,606547.18,306307.00,HIDDEN,Canceled per County,,,3.0,1.0,3342.0,34797.0,483430,73.0,22,10,2019,0.0,0.0,2.0,2.0
1107,2020-04-15,1250214,262643.89,116453.00,HIDDEN,Canceled per Order,,,1.0,1.0,1011.0,1477.0,250708,45.0,22,13,2019,0.0,1.0,5.0,1.0
1108,2020-04-15,1257757,270922.04,139046.00,HIDDEN,Canceled per Order,,,2.0,2.0,1032.0,0.0,189566,96.0,22,12,2019,0.0,1.0,19.0,2.0
1109,2020-04-15,1256211,395903.92,138613.00,HIDDEN,Canceled per County,,,2.0,2.0,1073.0,0.0,195936,67.0,22,14,2019,0.0,1.0,4.0,1.0
1110,2020-04-15,1257521,144877.01,121081.00,HIDDEN,Canceled per Order,,,3.0,2.0,1580.0,2300.0,223586,84.0,22,9,2019,0.0,1.0,6.0,2.0
1111,2020-04-15,1247498,380090.12,183000.00,HIDDEN,Canceled per County,,,3.0,2.0,1109.0,0.0,246940,82.0,22,5,2018,0.0,1.0,6.0,2.0
1112,2020-04-15,1247527,256597.39,120158.00,HIDDEN,Canceled per Order,,,3.0,2.0,1200.0,4244.0,244073,70.0,22,6,2018,0.0,1.0,5.0,1.0
1113,2020-04-15,1256210,130453.21,102852.00,HIDDEN,Canceled per County,,,1.0,1.0,888.0,0.0,0,55.0,22,15,2019,0.0,1.0,3.0,2.0
1114,2020-04-15,1247532,558308.56,334289.00,HIDDEN,Canceled per Order,,,4.0,2.0,1791.0,7840.0,335132,70.0,22,7,2018,0.0,0.0,2.0,1.0
1115,2020-04-15,1256315,194837.25,172065.00,HIDDEN,Canceled per Order,,,3.0,2.0,1821.0,10800.0,316739,162.0,22,3,2014,0.0,1.0,4.0,1.0
1116,2020-04-15,1254993,281889.71,247444.00,HIDDEN,Canceled per County,,,3.0,2.0,2043.0,6945.0,316092,65.0,22,17,2019,0.0,1.0,3.0,3.0
1117,2020-04-15,1250056,309614.62,179007.00,HIDDEN,Canceled per Order,,,4.0,3.0,2628.0,17025.0,497955,96.0,22,4,2016,0.0,0.0,4.0,3.0
1118,2020-04-15,1249960,307512.10,280782.00,HIDDEN,Canceled per Order,,,3.0,1.0,1912.0,7500.0,392025,121.0,22,2,2012,0.0,0.0,3.0,6.0
1119,2020-04-15,1257165,449632.98,222709.00,HIDDEN,Canceled per Order,,,4.0,3.0,2353.0,12000.0,458342,178.0,22,1,2009,0.0,1.0,3.0,2.0
1120,2020-04-15,1256194,480517.06,127189.00,HIDDEN,Canceled per Order,,,2.0,2.0,1230.0,0.0,199276,41.0,22,18,2019,0.0,1.0,4.0,2.0
1121,2020-04-14,1257702,117967.14,172951.00,HIDDEN,Canceled per Order,,,3.0,2.0,2241.0,5980.0,0,29.0,38,35,2019,0.0,0.0,3.0,1.0
1122,2020-04-14,1250239,268508.52,250000.00,HIDDEN,Canceled per Order,,,3.0,2.0,1683.0,1495.0,333806,62.0,38,16,2018,0.0,1.0,6.0,1.0
1123,2020-04-14,1256814,101722.32,108220.00,HIDDEN,Canceled per Order,,,1.0,1.0,801.0,0.0,0,37.0,38,36,2019,0.0,1.0,4.0,1.0
1124,2020-04-14,1247501,419175.33,188862.00,HIDDEN,Canceled per Order,,,4.0,3.0,2967.0,5397.0,428827,116.0,38,20,2018,0.0,1.0,6.0,1.0
1125,2020-04-14,1257344,165277.61,125000.00,HIDDEN,Canceled per Order,,,2.0,1.0,909.0,0.0,192114,92.0,38,33,2019,0.0,1.0,7.0,1.0
1126,2020-04-14,1257755,179436.05,231113.00,HIDDEN,Canceled per Order,,,4.0,3.0,1610.0,1.0,348941,43.0,38,32,2019,0.0,0.0,4.0,2.0
1128,2020-04-14,1257328,47126.63,50623.00,HIDDEN,Canceled per Order,,,2.0,2.0,978.0,0.0,145266,41.0,38,30,2019,0.0,1.0,2.5,1.0
1129,2020-04-14,1250037,111975.40,318330.00,HIDDEN,Canceled per Order,,,3.0,2.0,1318.0,0.0,378884,51.0,38,23,2018,0.0,1.0,2.0,1.0
1130,2020-04-14,1257701,272160.93,52441.00,HIDDEN,Canceled per Order,,,2.0,1.0,640.0,6750.0,216945,66.0,38,38,2019,0.0,0.0,5.0,2.0
1131,2020-04-14,1256197,267620.59,147362.00,HIDDEN,Canceled per Order,,,5.0,3.0,2614.0,8621.0,342771,95.0,38,26,2018,0.0,1.0,4.5,4.0
1132,2020-04-14,1256192,96532.03,139239.00,HIDDEN,Canceled per County,,,3.0,2.0,1957.0,7700.0,334696,48.0,38,25,2018,0.0,0.0,2.0,2.0
1133,2020-04-14,1257758,185040.56,181528.00,HIDDEN,Canceled per Order,,,3.0,1.0,1350.0,7980.0,287631,125.0,38,24,2018,0.0,1.0,5.0,2.0
1134,2020-04-14,1254547,211671.55,159922.00,HIDDEN,Canceled per Order,,,3.0,2.0,1176.0,0.0,236063,101.0,38,3,2012,0.0,1.0,5.0,2.0
1135,2020-04-14,1254343,350341.40,278351.00,HIDDEN,Canceled per Order,,,4.0,3.0,2293.0,6674.0,432167,77.0,38,22,2018,0.0,1.0,6.0,2.0
1136,2020-04-14,1255549,205255.73,140938.00,HIDDEN,Canceled per Order,,,4.0,2.0,2286.0,8480.0,342092,34.0,38,37,2019,0.0,0.0,3.0,1.0
1137,2020-04-14,1252825,267919.36,105286.00,HIDDEN,Canceled per County,,,2.0,2.0,1090.0,0.0,190714,151.0,38,27,2019,0.0,1.0,16.0,2.0
1138,2020-04-14,1256813,450619.45,410076.00,HIDDEN,Canceled per Order,,,3.0,3.0,1702.0,0.0,389149,75.0,38,34,2019,0.0,1.0,5.0,2.0
1139,2020-04-14,1254173,299142.82,200893.00,HIDDEN,Canceled per Order,,,2.0,1.0,1385.0,5044.0,0,45.0,38,21,2018,0.0,0.0,3.0,2.0
1140,2020-04-14,1254202,688069.86,331653.00,HIDDEN,Canceled per County,,,4.0,2.0,3384.0,13412.0,628771,144.0,38,8,2017,0.0,0.0,5.0,4.0
1141,2020-04-14,1256182,362319.50,486405.00,HIDDEN,Canceled per Order,,,2.0,0.0,1570.0,0.0,613904,95.0,38,28,2019,0.0,1.0,3.0,4.0
1142,2020-04-14,1255840,219288.06,215371.00,HIDDEN,Canceled per Order,,,4.0,2.0,2068.0,7150.0,316754,104.0,38,10,2017,0.0,0.0,2.0,1.0
1143,2020-04-14,1256173,215182.68,205543.00,HIDDEN,Canceled per Order,,,3.0,2.0,1504.0,8033.0,355780,183.0,38,2,2012,0.0,0.0,5.0,2.0
1144,2020-04-14,1257153,463976.11,252015.00,HIDDEN,Canceled per Order,,,3.0,1.0,1275.0,8104.0,398141,211.0,38,5,2013,0.0,0.0,2.0,8.0
1145,2020-04-14,1253989,191404.64,202632.00,HIDDEN,Canceled per Order,,,4.0,2.0,1842.0,7950.0,316932,77.0,38,17,2018,0.0,0.0,5.0,4.0
1146,2020-04-14,1255202,830407.93,357570.00,HIDDEN,Canceled per Order,,,4.0,3.0,2484.0,6480.0,935139,324.0,38,1,2009,0.0,0.0,9.0,6.0
1147,2020-04-14,1250212,1633436.58,1410457.00,HIDDEN,Canceled per Order,,,2.0,2.0,2040.0,0.0,1981151,113.0,38,18,2018,0.0,1.0,8.0,2.0
1148,2020-04-14,1254189,507692.14,209190.00,HIDDEN,Canceled per Order,,,4.0,2.0,2532.0,11898.0,432636,117.0,38,6,2017,0.0,1.0,5.0,4.0
1149,2020-04-14,1250780,227656.20,116336.00,HIDDEN,Canceled per County,,,1.0,1.0,875.0,0.0,195431,156.0,38,7,2017,0.0,1.0,8.0,1.0
1150,2020-04-14,1256353,491856.31,365136.00,HIDDEN,Canceled per County,,,2.0,1.0,2001.0,7875.0,0,162.0,38,4,2012,0.0,0.0,7.0,6.0
1151,2020-04-14,1256289,322912.19,160204.00,HIDDEN,Canceled per Order,,,3.0,2.0,1812.0,1540.0,330632,129.0,38,9,2017,0.0,1.0,2.0,6.0
1152,2020-04-14,1256285,1635728.88,877823.00,HIDDEN,Canceled per Order,,,4.0,4.0,3764.0,435600.0,1553886,115.0,38,12,2017,0.0,0.0,5.0,4.0
1153,2020-04-14,1256286,128860.96,33977.00,HIDDEN,Canceled per Order,,,2.0,1.0,1019.0,3850.0,178020,76.0,38,13,2018,0.0,0.0,4.0,3.0
1155,2020-04-14,1255021,965770.98,850000.00,HIDDEN,Canceled per Order,,,2.0,2.0,1955.0,0.0,1051486,94.0,38,15,2018,0.0,1.0,7.0,1.0
1156,2020-04-14,1250258,216639.77,74600.00,HIDDEN,Canceled per Order,,,2.0,2.0,820.0,0.0,185055,82.0,38,19,2018,0.0,1.0,4.0,2.0
1158,2020-04-14,1256154,463749.76,368100.00,HIDDEN,Canceled per Order,,,1.0,1.0,788.0,0.0,405475,65.0,38,29,2019,0.0,1.0,5.0,3.0
1159,2020-04-13,1250045,478018.51,357974.00,HIDDEN,Canceled per Order,,,5.0,4.0,4717.0,9274.0,629229,129.0,63,14,2016,0.0,1.0,4.0,8.0
1160,2020-04-13,1257017,196008.66,97994.00,HIDDEN,Canceled per County,,,1.0,1.0,595.0,0.0,145950,69.0,63,26,2018,0.0,1.0,8.0,2.0
1161,2020-04-13,1253886,273362.31,200002.00,HIDDEN,Canceled per Order,,,4.0,3.0,1674.0,2310.0,0,84.0,63,39,2018,0.0,1.0,9.0,2.0
1162,2020-04-13,1242492,195450.63,33565.00,HIDDEN,Canceled per Order,,,4.0,2.0,1244.0,3780.0,194766,165.0,63,15,2016,0.0,1.0,2.0,1.0
1163,2020-04-13,1247276,2822758.47,1245023.00,HIDDEN,Canceled per Order,,,5.0,6.0,5378.0,12352.0,0,189.0,63,11,2015,0.0,1.0,3.0,3.0
1165,2020-04-13,1253851,54522.74,69958.00,HIDDEN,Canceled per Order,,,1.0,1.0,612.0,0.0,172688,105.0,63,24,2018,0.0,1.0,9.0,1.0
1166,2020-04-13,1253926,496510.17,118769.00,HIDDEN,Canceled per Order,,,3.0,1.0,1695.0,9030.0,275103,166.0,63,12,2015,0.0,1.0,3.0,5.0
1167,2020-04-13,1249574,460804.45,91125.00,HIDDEN,Canceled per Order,,,3.0,2.0,1173.0,8768.0,252227,84.0,63,25,2018,0.0,0.0,9.0,2.0
1168,2020-04-13,1253763,1434398.81,1244617.00,HIDDEN,Canceled per Order,,,3.0,3.0,2237.0,12500.0,1538266,173.0,63,8,2014,0.0,1.0,6.0,7.0
1169,2020-04-13,1256955,28101.05,165119.00,HIDDEN,Canceled per County,,,2.0,2.0,1408.0,0.0,220394,68.0,63,10,2015,0.0,1.0,1.0,3.0
1170,2020-04-13,1253761,162586.67,42814.00,HIDDEN,Canceled per Order,,,2.0,2.0,1140.0,0.0,100596,145.0,63,18,2017,0.0,1.0,5.0,4.0
1171,2020-04-13,1253578,510445.81,160493.00,HIDDEN,Canceled per Order,,,3.0,2.0,1617.0,5500.0,430184,101.0,63,30,2018,0.0,0.0,2.0,4.0
1172,2020-04-13,1253584,348038.43,215603.00,HIDDEN,Canceled per Order,,,4.0,2.0,1978.0,10350.0,390382,76.0,63,29,2018,0.0,0.0,3.0,2.0
1173,2020-04-13,1253581,177536.20,113135.00,HIDDEN,Canceled per Order,,,4.0,2.0,1470.0,3760.0,212084,121.0,63,20,2017,0.0,0.0,8.0,6.0
1174,2020-04-13,1257210,377830.61,78155.00,HIDDEN,Canceled per Order,,,3.0,3.0,1459.0,0.0,228308,207.0,63,7,2013,0.0,1.0,5.0,1.0
1175,2020-04-13,1253583,15477.28,69003.00,HIDDEN,Canceled per Order,,,3.0,1.0,875.0,4250.0,220347,60.0,63,52,2019,0.0,0.0,4.0,2.0
1176,2020-04-13,1247271,11742.17,239065.00,HIDDEN,Canceled per Order,,,4.0,2.0,2110.0,9796.0,515535,28.0,63,37,2018,0.0,1.0,2.0,1.0
1177,2020-04-13,1256852,410844.50,374926.00,HIDDEN,Canceled per Order,,,5.0,3.0,2902.0,8408.0,493858,81.0,63,36,2018,0.0,1.0,12.5,1.0
1178,2020-04-13,1255902,781276.05,348912.00,HIDDEN,Canceled per Order,,,3.0,2.0,1876.0,7500.0,483580,216.0,63,35,2018,0.0,0.0,6.0,1.0
1179,2020-04-13,1253779,31099.84,42524.00,HIDDEN,Canceled per Order,,,2.0,2.0,890.0,0.0,152327,87.0,63,23,2017,0.0,0.0,2.0,2.0
1180,2020-04-13,1253912,168930.29,59621.00,HIDDEN,Canceled per Order,,,1.0,1.0,842.0,0.0,192760,62.0,63,58,2019,0.0,1.0,3.0,1.0
1181,2020-04-13,1249445,150076.70,29536.00,HIDDEN,Canceled per Order,,,3.0,1.0,1162.0,3910.0,0,64.0,63,50,2019,0.0,1.0,6.0,2.0
1183,2020-04-13,1256980,320275.35,179500.00,HIDDEN,Canceled per Order,,,2.0,1.0,1995.0,7215.0,406104,50.0,63,56,2019,0.0,0.0,5.0,1.0
1184,2020-04-13,1256362,573028.62,226888.00,HIDDEN,Canceled per County,,,3.0,2.0,1657.0,7875.0,428110,192.0,63,9,2015,0.0,0.0,19.0,6.0
1185,2020-04-13,1242824,793457.28,403677.00,HIDDEN,Canceled per Order,,,4.0,3.0,2384.0,11607.0,516376,100.0,63,22,2017,0.0,0.0,2.0,1.0
1186,2020-04-13,1243951,181814.03,68203.00,HIDDEN,Canceled per Order,,,2.0,1.0,770.0,0.0,143815,101.0,63,19,2017,0.0,1.0,4.0,1.0
1187,2020-04-13,1242551,319349.31,55110.00,HIDDEN,Canceled per Order,,,2.0,1.0,1040.0,5540.0,370126,142.0,63,21,2017,0.0,0.0,5.0,1.0
1188,2020-04-13,1256509,386451.45,272000.00,HIDDEN,Canceled per Order,,,2.0,2.0,1030.0,0.0,308382,73.0,63,27,2018,0.0,1.0,7.0,4.0
1189,2020-04-13,1253885,99564.93,101325.00,HIDDEN,Canceled per Order,,,3.0,0.0,1092.0,3600.0,203450,78.0,63,28,2018,0.0,0.0,5.0,2.0
1190,2020-04-13,1251256,374901.27,142564.00,HIDDEN,Canceled per Order,,,3.0,2.0,1238.0,7611.0,0,265.0,63,6,2012,0.0,0.0,6.0,2.0
1191,2020-04-13,1241732,1452464.01,421120.00,HIDDEN,Canceled per County,,,4.0,3.0,5318.0,41818.0,1232495,150.0,63,13,2016,0.0,0.0,5.0,1.0
1192,2020-04-13,1256956,350320.89,201691.00,HIDDEN,Canceled per Order,,,3.0,2.0,1960.0,2500.0,292273,238.0,63,2,2009,0.0,1.0,2.0,11.0
1193,2020-04-13,1256508,15232.85,83303.00,HIDDEN,Canceled per Order,,,1.0,1.0,728.0,0.0,157793,62.0,63,40,2018,0.0,1.0,11.0,2.0
1194,2020-04-13,1253682,423643.79,195775.00,HIDDEN,Canceled per Order,,,4.0,2.0,2806.0,8000.0,508465,143.0,63,5,2012,0.0,0.0,3.0,4.0
1196,2020-04-13,1255947,277694.96,81272.00,HIDDEN,Canceled per Order,,,2.0,1.0,1050.0,5000.0,243396,51.0,63,41,2018,0.0,1.0,4.0,2.0
1197,2020-04-13,1257028,110745.16,58443.00,HIDDEN,Canceled per Order,,,2.0,1.0,629.0,6300.0,182159,67.0,63,53,2019,0.0,0.0,3.0,1.0
1198,2020-04-13,1250069,32506.66,78003.00,HIDDEN,Canceled per Order,,,1.0,1.0,679.0,0.0,121014,62.0,63,51,2019,0.0,1.0,1.0,1.0
1199,2020-04-13,1247272,323957.78,308386.00,HIDDEN,Canceled per Order,,,6.0,4.0,3572.0,6448.0,427249,43.0,63,45,2019,0.0,1.0,3.5,1.0
1200,2020-04-13,1256339,345806.04,302331.00,HIDDEN,Canceled per Order,,,3.0,2.0,1707.0,9300.0,432195,100.0,63,38,2018,0.0,1.0,3.0,2.0
1201,2020-04-13,1256507,1341520.41,573386.00,HIDDEN,Canceled per Order,,,5.0,3.0,3499.0,39204.0,1081723,65.0,63,47,2019,0.0,1.0,5.5,2.0
1202,2020-04-13,1253727,296754.66,262089.00,HIDDEN,Canceled per County,,,5.0,3.0,3256.0,6048.0,419977,74.0,63,46,2019,0.0,1.0,3.0,5.0
1203,2020-04-13,1253540,197940.94,162400.00,HIDDEN,Canceled per Order,,,4.0,2.0,1716.0,0.0,0,59.0,63,43,2019,0.0,1.0,4.0,2.0
1204,2020-04-13,1257214,1127533.20,623839.00,HIDDEN,Canceled per County,,,4.0,2.0,1602.0,7500.0,0,431.0,63,3,2009,0.0,1.0,11.0,1.0
1205,2020-04-13,1255530,461063.13,140616.00,HIDDEN,Canceled per County,,,3.0,3.0,2899.0,10650.88,674338,483.0,63,1,2006,0.0,0.0,4.0,5.0
1206,2020-04-13,1250047,15595.18,101700.00,HIDDEN,Canceled per Order,,,1.0,1.0,714.0,0.0,135581,67.0,63,61,2019,0.0,1.0,1.0,2.0
1207,2020-04-13,1253577,241929.14,108902.00,HIDDEN,Canceled per Order,,,3.0,2.0,1440.0,5000.0,284378,86.0,63,44,2019,0.0,0.0,8.0,2.0
1208,2020-04-13,1256875,584960.91,92989.00,HIDDEN,Canceled per Order,,,2.0,1.0,1098.0,7860.0,250209,71.0,63,31,2018,0.0,0.0,10.0,1.0
1209,2020-04-13,1257181,26162.94,185653.00,HIDDEN,Canceled per Order,,,2.0,2.0,1030.0,0.0,358172,35.0,63,62,2019,0.0,1.0,1.0,1.0
1210,2020-04-13,1250257,383357.92,282000.00,HIDDEN,Canceled per Order,,,3.0,2.0,1524.0,4064.0,341756,61.0,63,48,2019,0.0,1.0,4.0,2.0
1211,2020-04-13,1239600,125157.06,101126.00,HIDDEN,Canceled per Order,,,3.0,2.0,1378.0,2584.0,289935,93.0,63,16,2017,0.0,1.0,3.0,2.0
1212,2020-04-13,1256341,130606.76,99970.00,HIDDEN,Canceled per Order,,,4.0,2.0,1848.0,6620.0,134370,49.0,63,55,2019,0.0,1.0,8.0,2.0
1213,2020-04-13,1253909,238248.54,190000.00,HIDDEN,Canceled per Order,,,2.0,2.0,1378.0,0.0,264901,83.0,63,57,2019,0.0,1.0,12.0,1.0
1214,2020-04-13,1256526,66032.40,2440000.00,HIDDEN,Canceled per Order,,,3.0,4.0,3150.0,1.0,3984858,42.0,63,59,2019,0.0,1.0,1.0,1.0
1216,2020-04-13,1257277,373034.73,267908.00,HIDDEN,Canceled per Order,,,3.0,2.0,1772.0,3990.0,383598,49.0,63,42,2019,0.0,1.0,3.0,1.0
1217,2020-04-13,1256340,110073.25,128183.00,HIDDEN,Canceled per County,,,3.0,1.0,886.0,5640.0,128980,42.0,63,63,2019,0.0,0.0,2.0,1.0
1219,2020-04-13,1255297,553000.83,649304.00,HIDDEN,Canceled per Order,,,3.0,3.0,2739.0,14851.98,790458,304.0,63,4,2010,0.0,0.0,5.0,8.0
1220,2020-04-13,1257208,106502.70,86193.00,HIDDEN,Canceled per Order,,,3.0,1.0,1344.0,7500.0,285452,68.0,63,32,2018,0.0,0.0,4.0,1.0
1221,2020-04-13,1253567,287912.38,114073.00,HIDDEN,Canceled per Order,,,2.0,1.0,866.0,4600.0,320063,87.0,63,33,2018,0.0,0.0,4.0,5.0
1222,2020-04-08,1256295,247157.13,191990.00,HIDDEN,Canceled per Order,,,3.0,2.0,1656.0,7500.0,299892,93.0,25,9,2018,0.0,0.0,5.0,4.0
1223,2020-04-08,1255295,292516.43,273976.00,HIDDEN,Canceled per Order,,,3.0,2.0,2462.0,7950.0,346632,95.0,25,8,2017,0.0,0.0,1.0,2.0
1224,2020-04-08,1247008,322240.60,196255.00,HIDDEN,Canceled per County,,,3.0,2.0,2304.0,7500.0,357643,53.0,25,14,2018,0.0,1.0,1.0,1.0
1225,2020-04-08,1253767,338860.86,320076.00,HIDDEN,Canceled per Order,,,6.0,4.0,3572.0,7501.0,444154,108.0,25,18,2019,0.0,1.0,5.0,2.0
1226,2020-04-08,1255424,140982.74,133698.00,HIDDEN,Canceled per Order,,,3.0,1.0,1308.0,7875.0,268109,145.0,25,7,2016,0.0,0.0,3.0,8.0
1227,2020-04-08,1252022,23330.92,46642.00,HIDDEN,Canceled per Order,,,2.0,2.0,1332.0,0.0,171484,57.0,25,21,2019,0.0,1.0,1.0,4.0
1228,2020-04-08,1257038,454810.74,33474.00,HIDDEN,Canceled per County,,,2.0,1.0,923.0,5000.0,222737,48.0,25,22,2019,0.0,0.0,4.0,2.0
1230,2020-04-08,1256948,334797.68,223396.00,HIDDEN,Canceled per County,,,3.0,2.0,2314.0,5000.0,301128,55.0,25,23,2019,0.0,1.0,6.0,3.0
1231,2020-04-08,1256950,881277.03,757600.00,HIDDEN,Canceled per Order,,,3.0,3.0,1334.0,0.0,684966,57.0,25,24,2019,0.0,1.0,2.0,3.0
1232,2020-04-08,1253361,186880.63,182001.00,HIDDEN,Canceled per Order,,,3.0,2.0,1416.0,1787.0,262855,96.0,25,13,2018,0.0,1.0,7.0,2.0
1233,2020-04-08,1255391,418353.17,322291.00,HIDDEN,Canceled per Order,,,3.0,2.0,1954.0,7685.0,0,69.0,25,10,2018,0.0,0.0,3.0,2.0
1234,2020-04-08,1252269,184798.57,143080.00,HIDDEN,Canceled per Order,,,2.0,1.0,1564.0,4450.0,254634,62.0,25,17,2019,0.0,0.0,4.0,2.0
1235,2020-04-08,1256951,28833.95,41801.00,HIDDEN,Canceled per Order,,,2.0,1.0,1085.0,0.0,116668,62.0,25,19,2019,0.0,1.0,8.0,1.0
1236,2020-04-08,1252860,325028.39,102809.00,HIDDEN,Canceled per County,,,3.0,2.0,1477.0,7500.0,338399,83.0,25,11,2018,0.0,1.0,5.0,1.0
1237,2020-04-08,1256970,117697.13,143281.00,HIDDEN,Canceled per County,,,2.0,2.0,1106.0,0.0,217509,83.0,25,25,2019,0.0,1.0,4.0,3.0
1238,2020-04-08,1256360,277088.79,144043.00,HIDDEN,Canceled per Order,,,3.0,3.0,1512.0,2400.0,338142,149.0,25,4,2014,0.0,1.0,6.0,7.0
1239,2020-04-08,1247479,524490.55,266222.00,HIDDEN,Canceled per Order,,,2.0,2.0,1353.0,0.0,0,99.0,25,6,2016,0.0,1.0,5.0,2.0
1240,2020-04-08,1257029,261478.02,110864.00,HIDDEN,Canceled per Order,,,2.0,2.0,1282.0,0.0,335788,42.0,25,16,2019,0.0,1.0,6.0,1.0
1241,2020-04-08,1255390,10873.36,337347.00,HIDDEN,Canceled per Order,,,4.0,2.0,2135.0,6287.0,480601,69.0,25,15,2019,0.0,1.0,1.0,2.0
1242,2020-04-08,1256985,704341.97,313183.00,HIDDEN,Canceled per Order,,,5.0,3.0,2532.0,5006.0,442419,274.0,25,3,2014,0.0,1.0,10.0,1.0
1243,2020-04-08,1256529,17920.12,386760.00,HIDDEN,Canceled per Order,,,4.0,3.0,2434.0,11000.0,548377,140.0,25,2,2008,0.0,1.0,2.0,4.0
1244,2020-04-08,1252654,1515519.83,781462.00,HIDDEN,Canceled per County,,,3.0,2.0,3020.0,11000.0,0,223.0,25,1,2008,0.0,0.0,6.0,2.0
1245,2020-04-08,1255216,1146160.78,659751.00,HIDDEN,Canceled per Order,,,4.0,3.0,2736.0,45738.0,955441,180.0,25,5,2016,0.0,0.0,7.0,4.0
1246,2020-04-08,1255726,376964.46,165636.00,HIDDEN,Canceled per Order,,,5.0,2.0,1689.0,9375.0,450174,89.0,25,12,2018,0.0,0.0,2.0,2.0
1247,2020-04-07,1243083,573915.58,395307.00,HIDDEN,Canceled per County,,,3.0,3.0,1827.0,0.0,568172,78.0,28,21,2019,0.0,1.0,5.0,1.0
1248,2020-04-07,1248434,294608.22,228720.00,HIDDEN,Canceled per County,,,4.0,3.0,1850.0,13553.0,450150,94.0,28,6,2018,0.0,0.0,5.0,3.0
1249,2020-04-07,1253360,253312.59,301437.00,253312.59,Canceled per Order,,,3.0,2.0,2280.0,13200.0,362247,82.0,28,14,2018,0.0,0.0,8.0,3.0
1250,2020-04-07,1256872,345256.42,109183.00,HIDDEN,Canceled per Order,,,3.0,2.0,1566.0,7500.0,305335,83.0,28,22,2019,0.0,0.0,6.0,2.0
1251,2020-04-07,1249588,591765.28,355209.00,HIDDEN,Canceled per County,,,3.0,2.0,2269.0,15000.0,524641,91.0,28,13,2018,0.0,0.0,2.0,3.0
1252,2020-04-07,1256846,223762.89,159429.00,HIDDEN,Canceled per Order,,,3.0,2.0,1422.0,9000.0,356417,43.0,28,25,2019,0.0,0.0,2.0,1.0
1253,2020-04-07,1256850,1178978.06,156450.00,HIDDEN,Canceled per County,,,2.0,2.0,923.0,0.0,219230,98.0,28,23,2019,0.0,1.0,5.0,1.0
1255,2020-04-07,1256831,47560.50,270621.00,HIDDEN,Canceled per Order,,,3.0,1.0,2164.0,8280.0,413362,41.0,28,26,2019,0.0,1.0,2.0,1.0
1256,2020-04-07,1256871,171115.52,105000.00,HIDDEN,Canceled per Order,,,3.0,2.0,1509.0,1249.0,177056,89.0,28,28,2019,0.0,1.0,9.0,2.0
1257,2020-04-07,1257213,180330.44,159139.00,HIDDEN,Canceled per Order,,,2.0,1.0,1696.0,7874.55,286396,39.0,28,24,2019,0.0,0.0,3.0,2.0
